"","Id","AgeReviewer","GenderReviewer","RevRating","RevType","RevLen","WordCount","AvgWordLen","SentiG2","SentiG3","SentiGPol","SentiGSub","SentiR2","SentiR3","SentiRPol","App","AppCat","nReviews","nInstalls","ContRating","lRevLen","AppRating"
"1837",4739,NA,NA,4.39,"Short",17,3,5.16367901655294,"Positive","Positive",-0.636065570163238,0.607355444991801,"Positive","Neutral",-0.0216973343503845,"95Live SG1 Live Streaming App","DATING",365278,"1000000+","Everyone",2.89037175789616,4.49
"1839",5862,NA,NA,4.46,"Long",206,31,3.15053459212427,"Positive","Neutral",-0.113609053776355,0.650705065883,"Positive","Positive",0.389654278032627,"Hero Hunters","GAME",2237516,"5000000+","Everyone",5.33271879326537,4.7
"1840",1082,53,"Female",4.26,"Long",162,20,3.30822301761935,"Negative","Negative",0.342991200082035,0.44435732672285,"Negative","Negative",-0.00978776622875879,"Avakin Life 3D virtual world","FAMILY",7540,"10000000+","Everyone",5.09375020080676,4.41
"1845",6277,NA,NA,4.39,"Long",165,25,3.09313017041212,"Positive","Neutral",0.163063756045396,0.619849332986466,"Positive","Positive",0.370246922879733,"Choices Stories You Play","FAMILY",7247643,"10000000+","Everyone",5.11198778835654,4.43
"1846",6022,23,"Female",4.48,"Long",202,29,3.22211181744158,"Positive","Positive",0.134630901925624,0.662044730256794,"Positive","Positive",-0.288472186830833,"FINAL FANTASY BRAVE EXVIUS","GAME",3738156,"5000000+","Everyone",5.31320597904179,4.45
"1847",2379,NA,NA,4.34,"Long",112,18,3.23485061004,"Negative","Neutral",-0.368753753528289,0.467629305981434,"Negative","Neutral",0.00384775274485148,"Cut the Rope FULL FREE","FAMILY",39587,"100000000+","Teen",4.72738781871234,4.52
"1848",1037,NA,NA,4.29,"Short",45,6,4.53719728633333,"Positive","Positive",-0.0652081171263642,0.87027271995714,"Positive","Positive",-0.0344120215240504,"Coloring Learn","FAMILY",5448,"5000000+","Teen",3.8286413964891,4.77
"1849",1614,NA,NA,4.43,"Long",951,130,2.90904088719454,"Negative","Negative",0.0646906784213291,0.722548565132635,"Negative","Negative",-0.895601441343067,"Helix Jump","GAME",16536,"100000000+","Mature",6.85856503479136,4.37
"1855",5320,NA,NA,4.47,"Long",204,32,3.08740360931765,"Positive","Positive",-0.201729754217358,0.61864806567017,"Positive","Positive",0.593937200590178,"BBVA Compass Banking","FINANCE",786649,"500000+","Mature",5.32300997913841,4.78
"1863",5400,NA,NA,4.25,"Long",178,20,3.4843781624773,"Negative","Negative",-0.294133357758128,0.481583438470622,"Positive","Neutral",-0.251170030668794,"Block Puzzle","GAME",987205,"5000000+","Teen",5.18738580584075,4.8
"1868",3357,NA,NA,4.53,"Short",16,5,3.65069184665455,"Negative","Negative",0.19835847212388,0.534078423760251,"Negative","Neutral",0.481968237726786,"Dominos Game вп","FAMILY",80730,"1000000+","Teen",2.83321334405622,4.54
"1877",4959,NA,NA,4.42,"Short",37,6,3.82967503301081,"Positive","Neutral",0.193889326596339,0.657079228799088,"Positive","Neutral",-0.748980608375689,"Hello Kitty Lunchbox","FAMILY",543910,"5000000+","Teen",3.63758615972639,4.62
"1879",4196,45,"Male",4.32,"Long",199,39,2.89755907,"Negative","Negative",-0.310768117834804,0.770072465093385,"Positive","Neutral",0.367080936727787,"Dude Perfect 2","GAME",242441,"10000000+","Teen",5.29831736654804,4.72
"1887",5467,NA,NA,4.33,"Long",147,16,3.42086379432,"Negative","Negative",0.415443058433171,0.304601328813777,"Positive","Positive",0.392840381231224,"Candy Crush Soda Saga","GAME",1378753,"100000000+","Mature",4.99721227376411,4.7
"1914",4604,NA,NA,4.22,"Long",190,31,2.94730419697034,"Negative","Neutral",-0.470834517796629,0.557911941194581,"Positive","Neutral",-0.0104271343803896,"Bualuang mBanking","FINANCE",342394,"5000000+","Mature",5.25227342804663,4.58
"1926",4295,18,"Female",4.22,"Short",83,11,3.43508580815873,"Negative","Negative",-0.174147710190914,0.490463318161283,"Negative","Neutral",-0.621510020096229,"Extreme Racing 2 Real driving RC cars game","FAMILY",219494,"500000+","Teen",4.43081679884331,4.52
"1933",3383,NA,NA,4.54,"Short",81,10,3.92469288294074,"Positive","Neutral",-0.505288515780056,0.551059603414689,"Negative","Neutral",-0.46165915769911,"Dominos Game вп","FAMILY",82709,"1000000+","Teen",4.40671924726425,4.54
"1937",2430,25,"Male",4.34,"Long",118,24,3.04893814288504,"Negative","Negative",-0.109509426367918,0.596434279605356,"Negative","Neutral",0.0247078638051385,"Happy Fruits Bomb Cube Blast","FAMILY",29381,"500000+","Mature",4.77912349311153,4.31
"1941",2204,NA,NA,4.51,"Short",97,12,3.29028663680952,"Negative","Negative",0.0637933530070153,0.496574341847019,"Negative","Negative",-0.15863642332196,"Flip the Gun Simulator Game","GAME",28495,"10000000+","Teen",4.58496747867057,4.7
"1944",2279,NA,NA,4.49,"Long",125,17,3.45870194503125,"Negative","Negative",0.00236526111743202,0.583221848979157,"Negative","Neutral",-0.413017654711912,"Fresh EBT Food Stamp Balance","FINANCE",27835,"1000000+","Mature",4.83628190695148,4.45
"1948",1186,NA,NA,4.45,"Long",531,71,3.26311178682846,"Negative","Negative",-0.0413704979790493,0.509581145998059,"Negative","Negative",0.339197969783272,"Flow Free","FAMILY",8897,"100000000+","Teen",6.27664348934164,4.87
"1953",231,NA,NA,4.51,"Long",121,19,3.19865540327164,"Negative","Negative",-0.404968515376779,0.361972787330821,"Negative","Negative",-0.657555241306275,"Color by Number Draw Sandbox Pixel Art","FAMILY",663,"1000000+","Teen",4.80402104473326,4.35
"1956",325,NA,NA,4.59,"Short",31,6,3.8443760891,"Negative","Negative",0.379625284433362,0.698940388899803,"Negative","Negative",-0.341726480828625,"DreamWorks Friends","FAMILY",885,"100000+","Teen",3.46573590279973,4.5
"1957",1616,56,"Male",4.16,"Long",997,160,3.02765805011178,"Negative","Negative",0.0325071633310814,0.51065947173035,"Negative","Negative",-0.499209410273824,"Helix Jump","GAME",16580,"100000000+","Teen",6.90575327631146,4.37
"1961",756,NA,NA,4.48,"Long",104,18,3.07904834883019,"Negative","Negative",-0.216170960543583,0.617065902462939,"Negative","Negative",0.447422823345034,"Bad Piggies","FAMILY",4005,"50000000+","Teen",4.65396035015752,4.56
"1967",4973,75,"Female",4.37,"Short",107,12,3.32026205284719,"Negative","Negative",0.0106023465848041,0.351414952955271,"Positive","Positive",-0.0376212575550555,"Citibanamex Movil","FINANCE",553530,"5000000+","Mature",4.68213122712422,4.51
"1974",5828,NA,NA,4.36,"Short",23,5,3.67292078584348,"Positive","Positive",-0.107169412122766,0.609955277104526,"Positive","Positive",0.130187615854705,"Educational Games for Kids","FAMILY",1874547,"1000000+","Mature",3.17805383034795,4.61
"1977",4567,NA,NA,4.25,"Short",59,11,3.28920427278481,"Negative","Neutral",0.598188626364407,0.30812943758808,"Positive","Neutral",0.287902993846594,"Disney Magic Kingdoms Build Your Own Magical Park","FAMILY",365561,"10000000+","Mature",4.0943445622221,4.61
"1983",440,NA,NA,4.4,"Long",169,16,3.60142449613793,"Negative","Negative",0.0750360674582351,0.578554102980189,"Negative","Negative",-0.481987014785708,"ETRADE Mobile","FINANCE",1447,"1000000+","Teen",5.13579843705026,4.75
"2027",5513,NA,NA,4.36,"Short",50,4,4.04992652469655,"Negative","Negative",0.30592999594652,0.454721202622313,"Positive","Positive",-0.0920063132354174,"Candy Crush Soda Saga","GAME",1501366,"100000000+","Teen",3.93182563272433,4.7
"2029",4927,NA,NA,4.27,"Long",156,28,3.04753061436818,"Negative","Neutral",0.0972935193950288,0.584366518115758,"Positive","Positive",0.141752085024082,"Altos Adventure","GAME",585412,"10000000+","Mature",5.05624580534831,4.63
"2030",3841,NA,NA,4.4,"Short",93,12,3.20190538299747,"Negative","Negative",-0.485177416795004,0.491816082218596,"Positive","Neutral",0.565474684408124,"Checkers вп","FAMILY",132535,"1000000+","Teen",4.54329478227,4.36
"2065",4909,NA,NA,4.53,"Long",118,19,3.35251444924746,"Positive","Positive",0.0218751060239656,0.610141198634904,"Positive","Positive",-0.230888079584897,"Altos Adventure","GAME",573204,"10000000+","Teen",4.77912349311153,4.63
"2075",4966,NA,NA,4.45,"Short",83,12,3.31302643086024,"Positive","Positive",0.00906374994221025,0.370023811493562,"Positive","Positive",0.303240835271416,"Citibanamex Movil","FINANCE",548912,"5000000+","Teen",4.43081679884331,4.51
"2085",5157,NA,NA,4.74,"Short",48,7,3.61376047853333,"Positive","Neutral",-0.102913749920351,0.410501240527688,"Positive","Positive",0.268342676043908,"Angry Birds Classic","GAME",895246,"100000000+","Teen",3.89182029811063,4.5
"2096",3020,NA,NA,4.25,"Short",21,5,4.19012235810526,"Negative","Negative",0.163660246059579,0.500750020377776,"Negative","Neutral",0.130348573051478,"Amex Mobile","FINANCE",64611,"1000000+","Teen",3.09104245335832,4.51
"2104",5328,43,"Male",4.51,"Long",454,62,2.97020434882115,"Positive","Neutral",-0.54805750413915,0.529817932849886,"Positive","Positive",-0.562603328223965,"GoBank","FINANCE",794417,"500000+","Teen",6.12029741895095,4.55
"2108",5908,42,"Male",4.3,"Short",138,13,3.80999358793274,"Positive","Neutral",-0.590849399782587,0.634043823461827,"Positive","Positive",0.466482037933797,"A Mobile","FINANCE",2030499,"10000+","Teen",4.93447393313069,4.54
"2113",5042,NA,NA,4.36,"Short",50,8,3.55749428835556,"Negative","Neutral",0.213181126817728,0.51451750400802,"Positive","Positive",0.341069380249668,"Farming Simulator 1 ","FAMILY",696301,"10000000+","Mature",3.93182563272433,4.68
"2114",4556,NA,NA,4.46,"Long",103,17,2.98487945066122,"Negative","Negative",-0.246059083234123,0.370530307455716,"Positive","Neutral",-0.137312564808299,"Disney Magic Kingdoms Build Your Own Magical Park","FAMILY",358908,"10000000+","Teen",4.64439089914137,4.61
"2122",324,39,"Female",4.43,"Short",28,3,4.70842312145882,"Negative","Negative",0.291565398012449,0.5820163609214,"Negative","Negative",0.15979893900445,"DreamWorks Friends","FAMILY",884,"100000+","Mature",3.36729582998647,4.5
"2136",2116,NA,NA,4.39,"Long",479,74,3.12243915605685,"Negative","Negative",0.067077033667646,0.557183068541113,"Negative","Neutral",-0.324387290788986,"Farming Simulator 18","GAME",23350,"100000+","Teen",6.17378610390194,4.3
"2137",4299,39,"Female",4.25,"Short",88,9,3.77269718706111,"Negative","Negative",-0.0333989381732032,0.553110606387784,"Negative","Neutral",-0.485275591032875,"Extreme Racing 2 Real driving RC cars game","FAMILY",220383,"500000+","Teen",4.48863636973214,4.52
"2139",3491,NA,NA,4.39,"Short",65,7,3.83867999436596,"Negative","Negative",0.0193469146557852,0.488194756611939,"Negative","Neutral",0.104026592491028,"Barbie Magical Fashion","FAMILY",117351,"10000000+","Teen",4.18965474202643,4.61
"2148",3327,NA,NA,4.3,"Short",21,4,4.67864641419259,"Negative","Negative",-0.286895393663394,0.206166126405239,"Negative","Neutral",-0.207545988445157,"ACE Elite","FINANCE",78261,"100000+","Mature",3.09104245335832,4.63
"2162",6071,35,"Female",4.45,"Short",81,14,3.16353613017284,"Positive","Positive",-0.453331247759101,0.630942764152278,"Positive","Positive",-0.0578370837374505,"Fruits Bomb","GAME",3801275,"10000000+","Teen",4.40671924726425,4.36
"2164",5726,NA,NA,4.34,"Long",354,49,3.10709798757288,"Positive","Positive",-0.0537407817337144,0.748628834739598,"Positive","Positive",-0.157964954781019,"Branch","FINANCE",1725659,"1000000+","Teen",5.87211778947542,4.49
"2169",1051,NA,NA,4.5,"Short",69,12,3.6183324945,"Negative","Negative",-0.16518774702558,0.610495966592107,"Negative","Negative",0.558249726971447,"Coloring Learn","FAMILY",5615,"5000000+","Teen",4.24849524204936,4.77
"2172",5021,NA,NA,4.59,"Long",96,15,3.462657331975,"Positive","Positive",-0.351313552394467,0.531409039892813,"Positive","Positive",-0.021683192010221,"COOKING MAMA Lets Cook","FAMILY",675124,"10000000+","Teen",4.57471097850338,4.47
"2175",3235,NA,NA,4.33,"Long",129,19,3.41936963604638,"Negative","Neutral",0.15456406479994,0.590208882978767,"Positive","Neutral",0.0748015751311745,"CreditWise from Capital One","FINANCE",79256,"1000000+","Mature",4.86753445045558,4.32
"2177",3258,NA,NA,4.37,"Long",106,16,3.29649145658182,"Negative","Negative",0.418656431456119,0.403665868856866,"Positive","Neutral",-0.418839475292039,"CreditWise from Capital One","FINANCE",81411,"1000000+","Mature",4.67282883446191,4.32
"2182",4700,NA,NA,4.26,"Long",130,17,3.44682224027692,"Positive","Positive",0.434679719119894,0.594254081839172,"Positive","Positive",0.659389761951134,"Fortune City A Finance App","FINANCE",393678,"500000+","Teen",4.87519732320115,4.83
"2193",5767,NA,NA,4.26,"Long",154,17,3.34917999707246,"Negative","Neutral",0.0159135308429951,0.396177548272413,"Positive","Positive",0.721542615898538,"Barclays US for Android","FINANCE",1674999,"1000000+","Teen",5.04342511691925,4.73
"2199",2770,NA,NA,4.46,"Long",105,17,3.22622102044762,"Positive","Positive",0.231770764678659,0.591981412734945,"Negative","Neutral",-0.413725909071117,"Doctor Pets","FAMILY",49283,"1000000+","Mature",4.66343909411207,4.52
"2201",6068,NA,NA,4.13,"Short",94,13,3.38699121184681,"Positive","Positive",0.561447038169538,0.636297563158935,"Positive","Positive",0.306860925584505,"Fruits Bomb","GAME",3774825,"10000000+","Teen",4.55387689160054,4.36
"2205",5341,NA,NA,4.38,"Short",40,7,3.9350690621,"Positive","Positive",-0.0488241303584592,0.498873879488512,"Positive","Positive",0.0403373296149877,"GoBank","FINANCE",799851,"500000+","Teen",3.71357206670431,4.55
"2214",2900,NA,NA,4.33,"Long",104,19,3.36497178787805,"Negative","Negative",-0.0883845289488319,0.511809002999019,"Negative","Neutral",0.0958576019214382,"Experian Free Credit Report","FINANCE",57303,"1000000+","Teen",4.65396035015752,4.69
"2222",558,NA,NA,4.4,"Long",210,33,3.23599746051013,"Negative","Negative",0.0836476473074342,0.528616163879498,"Negative","Negative",0.0856648243509171,"Blossom Blast Saga","GAME",2621,"10000000+","Teen",5.35185813347607,4.37
"2225",4925,NA,NA,4.41,"Long",162,27,2.96251710263704,"Positive","Positive",0.287981728043235,0.659620433757907,"Positive","Neutral",0.0582114131764155,"Altos Adventure","GAME",583610,"10000000+","Teen",5.09375020080676,4.63
"2229",3336,NA,NA,4.34,"Short",32,5,4.020826928125,"Positive","Positive",-0.0118271468053752,0.52362083985458,"Positive","Neutral",0.462829234965478,"ACE Elite","FINANCE",78998,"100000+","Teen",3.49650756146648,4.63
"2230",556,NA,NA,4.48,"Long",305,34,3.27091648254671,"Negative","Negative",-0.275461581405065,0.369632509424292,"Negative","Negative",-0.241789619437877,"Blossom Blast Saga","GAME",2562,"10000000+","Teen",5.72358510195238,4.37
"2232",272,NA,NA,4.31,"Long",369,46,3.39290265569182,"Negative","Negative",-0.46348972480422,0.528269068155697,"Negative","Negative",-0.414881349185969,"H TV","FAMILY",887,"5000000+","Teen",5.91350300563827,4.45
"2233",4885,NA,NA,4.32,"Short",105,14,3.36385730369524,"Positive","Positive",0.141712958994255,0.51829193402431,"Positive","Neutral",0.411355634226396,"Altos Adventure","GAME",555870,"10000000+","Teen",4.66343909411207,4.63
"2238",3952,NA,NA,4.46,"Short",69,9,3.77533885865,"Negative","Negative",-0.132670638940874,0.383976128805409,"Positive","Neutral",-0.208296866263382,"Betterment","FINANCE",150404,"100000+","Teen",4.24849524204936,4.6
"2239",749,NA,NA,4.24,"Long",103,16,3.474975778,"Negative","Negative",0.526418306399503,0.501388400362266,"Negative","Negative",0.312679580725493,"Bad Piggies","FAMILY",3910,"50000000+","Mature",4.64439089914137,4.56
"2254",6566,NA,NA,4.4,"Long",212,24,3.41150728865472,"Positive","Positive",0.455432718866302,0.41934889558043,"Positive","Positive",0.500411731075091,"Farm Fruit Pop Party Time","GAME",26538918,"1000000+","Teen",5.36129216570943,4.48
"2256",4705,NA,NA,4.42,"Long",150,21,3.28925778586667,"Positive","Positive",-0.229792677554321,0.676712443333838,"Positive","Positive",0.0218829766193603,"Fortune City A Finance App","FINANCE",396272,"500000+","Teen",5.01727983681492,4.83
"2263",5888,NA,NA,4.47,"Short",54,8,3.62929025425185,"Positive","Positive",0.529572275209111,0.651545518843053,"Positive","Positive",0.480605336906453,"A Mobile","FINANCE",1945651,"10000+","Mature",4.00733318523247,4.54
"2264",4590,NA,NA,4.38,"Long",164,24,3.36368355996608,"Negative","Neutral",-0.0161364545206873,0.419055246977892,"Positive","Neutral",0.365827370383237,"Bualuang mBanking","FINANCE",335264,"5000000+","Teen",5.10594547390058,4.58
"2265",2384,NA,NA,4.36,"Short",76,14,3.32252477648866,"Negative","Negative",0.157327042806429,0.525606757750691,"Negative","Neutral",-0.473760599758367,"Cut the Rope FULL FREE","FAMILY",39702,"100000000+","Teen",4.34380542185368,4.52
"2269",1280,NA,NA,4.25,"Short",73,10,3.86894811657297,"Negative","Negative",0.244947744824002,0.582433292763724,"Negative","Negative",0.520350533299467,"Four In A Line Free","GAME",9142,"5000000+","Teen",4.30406509320417,4.43
"2280",1177,NA,NA,4.39,"Long",321,43,3.38879499887802,"Negative","Negative",-0.131966306709063,0.505464921162698,"Negative","Negative",0.0197047719569245,"Flow Free","FAMILY",8773,"100000000+","Mature",5.77455154554441,4.87
"2281",3351,NA,NA,4.27,"Short",30,3,4.3221195689,"Negative","Negative",0.653904890448782,0.411300840119968,"Negative","Neutral",0.054401755375255,"Dominos Game вп","FAMILY",80339,"1000000+","Mature",3.43398720448515,4.54
"2296",3728,NA,NA,4.39,"Long",155,31,2.97099950622086,"Negative","Negative",0.305483672470995,0.478048712473612,"Negative","Neutral",0.451719332227518,"Bank of America Mobile Banking","FINANCE",147846,"10000000+","Mature",5.04985600724954,4.73
"2302",3473,75,"Female",4.54,"Long",308,50,3.16379249977444,"Negative","Negative",-0.157893910304745,0.473351148099528,"Negative","Neutral",0.168151211379568,"Cooking Fever","GAME",129040,"100000000+","Teen",5.73334127689775,4.45
"2312",4914,NA,NA,4.52,"Long",280,42,3.01730592278082,"Negative","Neutral",0.83123758071424,0.527119289553395,"Positive","Neutral",-0.30845691434697,"Altos Adventure","GAME",576273,"10000000+","Teen",5.63835466933375,4.63
"2327",1362,NA,NA,4.48,"Long",84,16,3.19699550691429,"Positive","Neutral",-0.257968748589194,0.753193833177148,"Negative","Negative",-0.477551503182699,"Cat Sim Online Play with Cats","FAMILY",10211,"5000000+","Mature",4.44265125649032,4.56
"2329",1365,NA,NA,4.33,"Long",152,19,3.29119234579737,"Positive","Neutral",-0.237269134962353,0.577690599783166,"Negative","Neutral",0.13030661595537,"Cat Sim Online Play with Cats","FAMILY",10249,"5000000+","Mature",5.03043792139244,4.56
"2331",4513,NA,NA,4.57,"Short",21,4,3.86458139548333,"Negative","Neutral",-0.21882299973666,0.325766391628499,"Positive","Neutral",0.41109032231772,"Baby Tiger Care My Cute Virtual Pet Friend","FAMILY",241778,"100000+","Mature",3.09104245335832,4.54
