Id,AgeReviewer,GenderReviewer,RevRating,RevType,RevLen,WordCount,AvgWordLen,SentiG2,SentiG3,SentiGPol,SentiGSub,SentiR2,SentiR3,SentiRPol,App,AppCat,nReviews,nInstalls,ContRating,lRevLen,AppRating
396,NA,NA,4.42,Long,150,21,3.289257786,Positive,Positive,-0.229792678,0.676712443,Positive,Positive,0.021882977,Fortune City A Finance App,FINANCE,396272,500000+,Teen,5.017279837,4.83
397,NA,NA,4.47,Short,54,8,3.629290254,Positive,Positive,0.529572275,0.651545519,Positive,Positive,0.480605337,A Mobile,FINANCE,1945651,10000+,Mature,4.007333185,4.54
398,NA,NA,4.38,Long,164,24,3.36368356,Negative,Neutral,-0.016136455,0.419055247,Positive,Neutral,0.36582737,Bualuang mBanking,FINANCE,335264,5000000+,Teen,5.105945474,4.58
399,NA,NA,4.36,Short,76,14,3.322524776,Negative,Negative,0.157327043,0.525606758,Negative,Neutral,-0.4737606,Cut the Rope FULL FREE,FAMILY,39702,100000000+,Teen,4.343805422,4.52
400,NA,NA,4.25,Short,73,10,3.868948117,Negative,Negative,0.244947745,0.582433293,Negative,Negative,0.520350533,Four In A Line Free,GAME,9142,5000000+,Teen,4.304065093,4.43
401,NA,NA,4.39,Long,321,43,3.388794999,Negative,Negative,-0.131966307,0.505464921,Negative,Negative,0.019704772,Flow Free,FAMILY,8773,100000000+,Mature,5.774551546,4.87
402,NA,NA,4.27,Short,30,3,4.322119569,Negative,Negative,0.65390489,0.41130084,Negative,Neutral,0.054401755,Dominos Game вп,FAMILY,80339,1000000+,Mature,3.433987204,4.54
403,NA,NA,4.39,Long,155,31,2.970999506,Negative,Negative,0.305483672,0.478048712,Negative,Neutral,0.451719332,Bank of America Mobile Banking,FINANCE,147846,10000000+,Mature,5.049856007,4.73
404,75,Female,4.54,Long,308,50,3.1637925,Negative,Negative,-0.15789391,0.473351148,Negative,Neutral,0.168151211,Cooking Fever,GAME,129040,100000000+,Teen,5.733341277,4.45
405,NA,NA,4.52,Long,280,42,3.017305923,Negative,Neutral,0.831237581,0.52711929,Positive,Neutral,-0.308456914,Altos Adventure,GAME,576273,10000000+,Teen,5.638354669,4.63
406,NA,NA,4.48,Long,84,16,3.196995507,Positive,Neutral,-0.257968749,0.753193833,Negative,Negative,-0.477551503,Cat Sim Online Play with Cats,FAMILY,10211,5000000+,Mature,4.442651256,4.56
407,NA,NA,4.33,Long,152,19,3.291192346,Positive,Neutral,-0.237269135,0.5776906,Negative,Neutral,0.130306616,Cat Sim Online Play with Cats,FAMILY,10249,5000000+,Mature,5.030437921,4.56
408,NA,NA,4.57,Short,21,4,3.864581395,Negative,Neutral,-0.218823,0.325766392,Positive,Neutral,0.411090322,Baby Tiger Care My Cute Virtual Pet Friend,FAMILY,241778,100000+,Mature,3.091042453,4.54
409,44,Male,4.31,Long,234,39,2.940825755,Negative,Negative,-0.148803751,0.635728576,Negative,Negative,-0.229517201,Guns of Glory,GAME,4640,10000000+,Mature,5.459585514,4.73
410,NA,NA,4.41,Long,266,38,2.969074008,Negative,Negative,0.160035308,0.543782771,Negative,Neutral,0.520571078,Clash Royale,FAMILY,72440,100000000+,Mature,5.587248658,4.47
411,35,Male,4.54,Long,69,17,3.172262273,Negative,Negative,-0.554777101,0.382153191,Negative,Negative,-0.02238709,Cat Sim Online Play with Cats,FAMILY,9649,5000000+,Mature,4.248495242,4.56
412,69,Female,4.27,Short,90,13,3.509563998,Negative,Negative,0.315117981,0.389097976,Negative,Negative,-0.166347547,Battlelands Royale,GAME,1496,1000000+,Mature,4.510859507,4.61
413,20,Female,4.52,Long,276,41,2.89335876,Negative,Negative,-0.08672299,0.604475127,Negative,Neutral,-0.094052942,Clash Royale,FAMILY,73309,100000000+,Mature,5.624017506,4.47
414,57,Female,4.65,Long,109,15,3.133666024,Positive,Neutral,0.396560257,0.504910038,Negative,Neutral,-0.538056886,Clash Royale,FAMILY,79671,100000000+,Mature,4.700480366,4.47
415,NA,NA,4.38,Short,120,14,3.339589176,Negative,Negative,0.245770888,0.527622507,Negative,Negative,0.277213804,Color by Number ?New Coloring Book,GAME,12216,5000000+,Mature,4.795790546,4.36
416,NA,NA,4.42,Short,43,6,3.95219426,Positive,Neutral,-0.189249457,0.694926386,Negative,Neutral,-0.515297817,Gay Sugar Daddy Dating Hookup ?Sudy Gay,DATING,35917,100000+,Everyone 10+,3.784189634,4.44
417,68,Male,4.55,Short,56,8,3.515936444,Negative,Negative,-0.590244297,0.5539506,Negative,Negative,-0.404865838,Cougar Dating Life Date Older Women Sugar Mummy,DATING,15887,500000+,Everyone 10+,4.043051268,4.33
418,NA,NA,4.42,Long,157,23,3.077027916,Positive,Neutral,0.051574222,0.650507775,Positive,Positive,-0.579832967,Chapters Interactive Stories,GAME,2830124,1000000+,Everyone 10+,5.062595033,4.53
419,NA,NA,4.48,Short,105,12,3.422747907,Negative,Negative,0.052305353,0.224126779,Negative,Negative,-0.499464846,Black People Meet Singles Date,DATING,334,1000000+,Everyone 10+,4.663439094,4.6
420,NA,NA,4.4,Short,99,13,3.334107106,Negative,Negative,-0.58804388,0.733320984,Negative,Neutral,0.01037698,BBWCupid BBW Dating App,DATING,47158,50000+,Everyone 10+,4.605170186,4.66
421,NA,NA,4.55,Short,63,5,4.004755579,Negative,Negative,0.191145651,0.464941779,Negative,Negative,0.168767969,Free Dating Hook Up Messenger,DATING,2369,100000+,Everyone 10+,4.158883083,4.58
422,NA,NA,4.18,Short,37,6,3.825194779,Positive,Positive,-0.5489466,0.673888658,Positive,Positive,0.177976709,Gay Sugar Daddy Dating Hookup ?Sudy Gay,DATING,35788,100000+,Everyone 10+,3.63758616,4.44
423,NA,NA,4.52,Short,56,9,3.45504853,Negative,Negative,0.06596215,0.358331259,Negative,Negative,-0.245411789,Cougar Dating Life Date Older Women Sugar Mummy,DATING,15692,500000+,Everyone 10+,4.043051268,4.33
424,NA,NA,4.6,Long,233,39,2.923063478,Negative,Negative,0.279541203,0.591534709,Negative,Neutral,0.303062444,BeWild Free Dating Chat App,DATING,25400,100000+,Everyone 10+,5.455321115,4.66
425,NA,NA,4.36,Short,98,14,3.531104326,Positive,Positive,0.217623693,0.637767426,Positive,Positive,0.024414216,Herpes Dating 1000K Singles,DATING,2634389,10000+,Everyone 10+,4.59511985,4.63
426,NA,NA,4.52,Short,41,8,3.393656238,Positive,Positive,-0.557357191,0.580795061,Positive,Positive,0.453183979,ChatVideo Meet new people,DATING,1285845,5000000+,Everyone 10+,3.737669618,4.42
427,NA,NA,4.43,Short,55,8,3.513016905,Negative,Negative,-0.014285585,0.483054611,Negative,Negative,-0.507437063,Cougar Dating Life Date Older Women Sugar Mummy,DATING,15915,500000+,Everyone 10+,4.025351691,4.33
428,75,Female,4.21,Short,80,11,3.263923287,Negative,Negative,0.177742726,0.335291207,Negative,Negative,-0.14576551,BBW Dating Plus Size Chat,DATING,4949,1000000+,Everyone 10+,4.394449155,4.77
429,NA,NA,4.34,Long,238,31,3.145955798,Negative,Neutral,0.3943025,0.647547264,Negative,Neutral,-0.713630791,BeWild Free Dating Chat App,DATING,24999,100000+,Everyone 10+,5.476463552,4.66
430,NA,NA,4.47,Short,79,9,3.55444384,Negative,Negative,-0.779575932,0.517863317,Negative,Neutral,0.519228364,2Date Dating App Love and matching,DATING,237774,500000+,Everyone 10+,4.382026635,4.82
431,NA,NA,4.35,Short,69,12,3.339464427,Positive,Positive,0.235378572,0.641402779,Positive,Positive,-0.116247357,Hinge Dating Relationships,DATING,4768595,500000+,Everyone 10+,4.248495242,4.58
432,68,Female,4.22,Long,150,22,3.428140763,Positive,Positive,0.286365479,0.626990494,Positive,Positive,0.144772433,Hinge Dating Relationships,DATING,4886472,500000+,Everyone 10+,5.017279837,4.58
433,NA,NA,4.37,Long,281,42,3.13616792,Negative,Negative,0.371610168,0.635735263,Negative,Neutral,-0.354180739,BeWild Free Dating Chat App,DATING,25388,100000+,Everyone 10+,5.641907071,4.66
434,NA,NA,4.39,Short,49,6,4.159578633,Negative,Negative,0.202064767,0.678179686,Negative,Negative,0.555651927,Hinge Dating Relationships,DATING,4672495,500000+,Everyone 10+,3.912023005,4.58
435,NA,NA,4.48,Long,120,17,2.942647044,Negative,Negative,0.55060198,0.6354771,Negative,Neutral,-0.462424927,Hily Dating Chat Match Meet Hook up,DATING,61210,100000+,Everyone 10+,4.795790546,4.7
436,NA,NA,4.53,Short,12,2,5.50469121,Positive,Positive,-0.011608616,0.468415705,Positive,Neutral,0.266800879,95Live SG1 Live Streaming App,DATING,365670,1000000+,Everyone,2.564949357,4.49
437,50,Female,4.48,Short,56,10,3.592618587,Negative,Negative,-0.250533519,0.46817751,Negative,Neutral,0.266545556,Grim Soul Dark Fantasy Survival,GAME,27657,5000000+,Everyone,4.043051268,4.61
438,NA,NA,4.36,Short,43,5,4.168772412,Negative,Negative,-0.162782341,0.446665195,Negative,Negative,-0.470530415,DINO HUNTER DEADLY SHORES,GAME,12479,10000000+,Everyone,3.784189634,4.54
439,NA,NA,4.29,Short,95,13,3.292440594,Negative,Negative,0.634630055,0.448829726,Negative,Neutral,0.04538961,Dino War Rise of Beasts,GAME,24920,1000000+,Everyone,4.564348191,4.75
440,44,Male,4.49,Short,122,12,3.486121043,Negative,Neutral,1,0.601779475,Positive,Positive,0.060214467,Asphalt 8 Airborne,GAME,10602938,100000000+,Everyone,4.812184355,4.35
441,44,Male,4.48,Long,154,19,3.270134102,Negative,Negative,-0.691169938,0.426203853,Negative,Negative,-0.434540988,DINO HUNTER DEADLY SHORES,GAME,13555,10000000+,Everyone,5.043425117,4.54
442,NA,NA,4.44,Long,149,25,3.23799889,Negative,Negative,0.304920088,0.644013971,Negative,Negative,-0.636012445,Avakin Life 3D virtual world,FAMILY,7830,10000000+,Everyone,5.010635294,4.41
443,NA,NA,4.43,Short,54,9,3.232929436,Negative,Neutral,0.086723467,0.535737968,Positive,Neutral,-0.197193069,Garena Free Fire,GAME,820608,100000000+,Everyone,4.007333185,4.63
444,NA,NA,4.28,Long,122,17,3.428130505,Negative,Negative,0.334753043,0.501554066,Positive,Positive,0.3964486,Honkai Impact 3rd,GAME,839234,1000000+,Everyone,4.812184355,4.57
445,NA,NA,4.32,Long,180,28,3.300641758,Negative,Negative,0.273006008,0.330868919,Negative,Neutral,0.262273747,Akinator,FAMILY,28719,50000000+,Everyone,5.198497031,4.44
446,NA,NA,4.19,Long,199,24,3.305005404,Positive,Positive,0.276803131,0.634544523,Positive,Positive,0.302208411,Asphalt 8 Airborne,GAME,11789437,100000000+,Everyone,5.298317367,4.35
447,NA,NA,4.36,Long,654,106,2.978785502,Negative,Negative,-0.016319558,0.622182511,Negative,Negative,0.131855179,Helix Jump,GAME,16438,100000000+,Mature,6.484635236,4.37
448,NA,NA,4.5,Long,132,22,3.132275348,Negative,Negative,-0.047150887,0.633046731,Positive,Neutral,-0.161115699,Disney Magic Kingdoms Build Your Own Magical Park,FAMILY,366833,10000000+,Teen,4.890349128,4.61
449,NA,NA,4.32,Short,57,10,3.478608865,Positive,Positive,0.232856065,0.661848707,Positive,Neutral,0.607998491,Extreme Racing 2 Real driving RC cars game,FAMILY,220889,500000+,Mature,4.060443011,4.52
450,NA,NA,4.48,Short,68,9,3.4234673,Positive,Positive,0.248449884,0.597878026,Positive,Positive,0.094130925,Free Dating App Flirt Chat Cheers,DATING,1126803,10000+,Everyone 10+,4.234106505,4.61
451,NA,NA,4.59,Short,51,11,3.43011438,Negative,Negative,0.493880856,0.363454546,Negative,Negative,0.159860574,Color by Number Draw Sandbox Pixel Art,FAMILY,538,1000000+,Teen,3.951243719,4.35
452,NA,NA,4.35,Long,129,16,3.37043564,Positive,Positive,0.374520663,0.562243406,Positive,Positive,0.164858149,Color Road,GAME,10932662,10000000+,Teen,4.86753445,4.27
453,NA,NA,4.4,Long,210,25,3.12862735,Negative,Negative,0.080113874,0.604193757,Positive,Neutral,-0.025532191,Disney Magic Kingdoms Build Your Own Magical Park,FAMILY,366470,10000000+,Mature,5.351858133,4.61
454,NA,NA,4.43,Short,51,6,3.579753399,Negative,Negative,0.377714806,0.595775972,Positive,Positive,0.196174119,Betterment,FINANCE,152212,100000+,Teen,3.951243719,4.6
455,NA,NA,4.33,Short,33,7,3.652229417,Negative,Negative,-0.574132045,0.555406065,Negative,Negative,0.440610787,ETRADE Mobile,FINANCE,1497,1000000+,Mature,3.526360525,4.75
456,NA,NA,4.37,Long,325,44,3.084206807,Negative,Negative,-0.162569642,0.638072086,Negative,Negative,0.141758414,Guns of Glory,GAME,4579,10000000+,Mature,5.786897381,4.73
457,NA,NA,4.68,Short,64,6,3.967953165,Negative,Negative,-0.145967738,0.236377496,Negative,Negative,0.350906247,Four In A Line Free,GAME,9185,5000000+,Teen,4.17438727,4.43
458,NA,NA,4.42,Long,110,18,3.15614406,Positive,Neutral,-0.345538595,0.617169882,Positive,Neutral,-0.583140051,Garena Free Fire,GAME,831376,100000000+,Everyone,4.709530201,4.63
459,NA,NA,4.36,Long,144,16,3.575730621,Negative,Negative,-0.487935296,0.59785942,Negative,Negative,0.086958073,BBWCupid BBW Dating App,DATING,47055,50000+,Everyone 10+,4.976733742,4.66
460,NA,NA,4.5,Long,180,26,3.060951366,Negative,Negative,0.13543713,0.522803645,Negative,Negative,-0.007256968,Bubble Shooter,GAME,17345,10000000+,Teen,5.198497031,4.68
461,NA,NA,4.56,Short,35,7,3.807192958,Negative,Negative,-0.655203364,0.44473804,Negative,Negative,-0.738973793,Free Dating Hook Up Messenger,DATING,2352,100000+,Everyone 10+,3.583518938,4.58
462,NA,NA,4.36,Long,200,36,2.834540711,Positive,Positive,0.25021856,0.810364825,Positive,Positive,0.036838767,A Mobile,FINANCE,1799722,10000+,Mature,5.303304908,4.54
463,NA,NA,4.39,Long,82,15,3.12976274,Positive,Positive,-0.708619427,0.604075645,Positive,Positive,0.389369615,Free Dating App YoCutie Flirt Chat Meet,DATING,90288411,1000000+,Everyone 10+,4.418840608,4.47
464,NA,NA,4.4,Short,30,5,3.539453107,Positive,Positive,0.110434356,0.435887354,Positive,Positive,0.517879339,Farm Fruit Pop Party Time,GAME,37907800,1000000+,Teen,3.433987204,4.48
465,NA,NA,4.5,Long,257,35,3.200643248,Negative,Neutral,-0.299018533,0.583834918,Negative,Neutral,-0.248715297,DRAGON BALL LEGENDS,GAME,130146,5000000+,Everyone,5.552959585,4.64
466,NA,NA,4.23,Long,143,19,3.389407151,Negative,Negative,0.252782347,0.412595818,Negative,Negative,-0.216203443,Bad Piggies,FAMILY,4361,50000000+,Teen,4.9698133,4.56
467,NA,NA,4.49,Short,47,8,3.302364825,Positive,Neutral,0.412718812,0.238232539,Negative,Neutral,0.308976929,Build a Bridge,FAMILY,87912,10000000+,Mature,3.871201011,4.52
468,NA,NA,4.61,Short,3,4,4.723053656,Negative,Negative,-0.007160302,0.367963409,Negative,Negative,-0.060486608,Flow Free,FAMILY,9303,100000000+,Teen,1.386294361,4.87
469,NA,NA,4.2,Short,52,8,3.765751817,Positive,Positive,-0.75824141,0.54289367,Positive,Positive,0.561323175,Choices Stories You Play,FAMILY,7374692,10000000+,Everyone,3.970291914,4.43
470,NA,NA,4.24,Short,32,8,3.26173682,Negative,Negative,-0.161398962,0.202147346,Negative,Negative,-0.475261221,Color by Number Draw Sandbox Pixel Art,FAMILY,355,1000000+,Teen,3.496507561,4.35
471,NA,NA,4.43,Short,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Chapters Interactive Stories,GAME,3127742,1000000+,Everyone 10+,NA,4.53
472,NA,NA,4.51,Short,84,14,3.342409772,Negative,Negative,-0.339575411,0.295131302,Negative,Negative,0.102931422,Four In A Line Free,GAME,9259,5000000+,Mature,4.442651256,4.43
473,NA,NA,4.51,Long,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,BankMobile Vibe App,FINANCE,11702,1000000+,Teen,NA,4.62
474,NA,NA,4.48,Long,168,18,3.754079937,Negative,Negative,-0.141653928,0.611191388,Negative,Negative,-0.04482441,Gems or jewels ,GAME,21777,10000000+,Everyone,5.129898715,4.76
475,NA,NA,4.22,Short,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Candy Smash,FAMILY,2451,1000000+,Teen,NA,4.52
476,NA,NA,4.49,Short,17,5,3.309242152,Negative,Neutral,-0.32846275,0.59425839,Negative,Neutral,-0.53223418,BBW Dating Curvy Singles Chat LargeFriends,DATING,29889,10000+,Everyone 10+,2.890371758,4.72
477,NA,NA,4.18,Short,24,3,4.500621244,Negative,Negative,-0.033828614,0.257226815,Negative,Neutral,-0.195253148,Build a Bridge,FAMILY,83973,10000000+,Mature,3.218875825,4.52
478,NA,NA,4.36,Short,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Farming Simulator 18,GAME,23808,100000+,Mature,NA,4.3
479,NA,NA,4.22,Long,118,16,3.28517279,Negative,Negative,0.123650347,0.553290735,Negative,Negative,-0.078797505,Bad Piggies,FAMILY,4199,50000000+,Teen,4.779123493,4.56
480,NA,NA,4.48,Long,266,40,3.06666356,Positive,Neutral,0.073689948,0.665713494,Negative,Neutral,0.006257877,GUNSHIP BATTLE Helicopter 3D,GAME,44091,50000000+,Everyone,5.587248658,4.71
481,NA,NA,4.5,Short,142,14,3.420553029,Negative,Negative,0.11650444,0.355340027,Negative,Neutral,-0.012534405,Credit Sesame,FINANCE,65733,1000000+,Mature,4.96284463,4.71
482,NA,NA,4.28,Long,160,21,3.171957963,Positive,Positive,-0.197297504,0.723055,Positive,Neutral,0.118550555,Bank of America Mobile Banking,FINANCE,147566,10000000+,Mature,5.081404365,4.73
483,NA,NA,4.62,Long,204,28,3.143545483,Negative,Negative,0.172518023,0.504528942,Negative,Negative,-0.053100472,Baby puzzles,FAMILY,4029,5000000+,Mature,5.323009979,4.31
484,NA,NA,4.52,Short,45,5,3.776773294,Negative,Negative,0.477867609,0.595278046,Positive,Neutral,-0.042224116,Hello Kitty Lunchbox,FAMILY,544966,5000000+,Teen,3.828641396,4.62
485,NA,NA,4.37,Long,307,43,3.233069508,Positive,Neutral,0.666792975,0.706381684,Positive,Neutral,-0.299120436,A Call From Santa Claus,FAMILY,142758,1000000+,Teen,5.730099783,4.6
486,NA,NA,4.46,Short,23,3,5.211043492,Positive,Positive,0.156820751,0.534984,Positive,Positive,-0.479887713,A Mobile,FINANCE,2117279,10000+,Mature,3.17805383,4.54
487,NA,NA,4.42,Short,98,14,3.175208692,Negative,Negative,0.437698647,0.43589675,Negative,Negative,-0.692025989,Battlelands Royale,GAME,1231,1000000+,Mature,4.59511985,4.61
488,NA,NA,4.43,Short,37,9,3.254145476,Negative,Negative,0.040876739,0.357954677,Negative,Negative,0.552047843,Bubble Shooter,GAME,16786,10000000+,Teen,3.63758616,4.68
489,NA,NA,4.37,Short,60,11,3.386306551,Negative,Negative,0.001499609,0.335274525,Negative,Neutral,-0.393809277,Checkers вп,FAMILY,134517,1000000+,Teen,4.110873864,4.36
490,NA,NA,4.22,Long,397,44,3.343426992,Positive,Neutral,0.457660749,0.830444885,Positive,Positive,0.345209515,Hinge Dating Relationships,DATING,4471389,500000+,Everyone 10+,5.986452005,4.58
491,NA,NA,4.47,Long,287,41,3.146821198,Negative,Neutral,-0.13696054,0.70920906,Positive,Neutral,0.323367905,Fallout Shelter,GAME,107241,10000000+,Everyone,5.66296048,4.28
492,NA,NA,4.41,Short,60,7,3.536531425,Negative,Negative,-0.338200847,0.447762789,Positive,Neutral,-0.187375768,95Live SG1 Live Streaming App,DATING,373030,1000000+,Everyone,4.110873864,4.49
493,NA,NA,4.47,Long,93,15,3.308993636,Positive,Neutral,0.244551884,0.548008839,Positive,Positive,-0.116197137,Honkai Impact 3rd,GAME,823824,1000000+,Everyone,4.543294782,4.57
494,NA,NA,4.26,Long,156,21,3.24758393,Negative,Negative,-0.206309488,0.337552085,Negative,Negative,0.210815385,Candy Pop Story,FAMILY,6819,1000000+,Mature,5.056245805,4.62
495,NA,NA,4.3,Long,117,17,3.314974028,Negative,Neutral,-0.244354878,0.552159133,Negative,Neutral,0.605280936,Gay Sugar Daddy Dating Hookup ?Sudy Gay,DATING,36051,100000+,Everyone 10+,4.770684624,4.44
496,NA,NA,4.36,Long,290,38,3.056918067,Negative,Negative,-0.107988157,0.466997849,Negative,Negative,-0.414806786,Chase Mobile,FINANCE,11811,10000000+,Teen,5.673323267,4.57
497,NA,NA,4.42,Long,157,20,3.229251582,Negative,Negative,-0.166427351,0.463182823,Negative,Negative,0.17919734,Avakin Life 3D virtual world,FAMILY,7775,10000000+,Everyone,5.062595033,4.41
498,NA,NA,4.52,Long,136,18,3.261138424,Negative,Neutral,-0.25977828,0.484337173,Positive,Neutral,0.30346096,Find a Way Addictive Puzzle,FAMILY,204190,500000+,Teen,4.919980926,4.37
499,NA,NA,4.41,Long,114,15,3.260484075,Negative,Negative,0.177091885,0.633910866,Negative,Negative,0.122178499,Comptia A 220901 220902,FAMILY,17289,10000+,Teen,4.744932128,4.55
500,NA,NA,4.45,Long,117,18,3.304757589,Negative,Negative,-0.258101768,0.515211671,Negative,Negative,-0.347662633,BBW Dating Plus Size Chat,DATING,5277,1000000+,Everyone 10+,4.770684624,4.77
501,NA,NA,4.38,Long,232,38,3.234678856,Negative,Neutral,0.270287458,0.582144432,Negative,Neutral,0.035025605,Clash Royale,FAMILY,71632,100000000+,Mature,5.451038454,4.47
502,NA,NA,4.43,Long,135,18,3.51404703,Negative,Neutral,0.569697466,0.509244846,Positive,Neutral,-0.151029539,Disney Magic Kingdoms Build Your Own Magical Park,FAMILY,373704,10000000+,Mature,4.912654886,4.61
503,NA,NA,4.34,Long,227,27,3.403943318,Negative,Neutral,0.19250704,0.616501098,Positive,Positive,0.94028768,Hinge Dating Relationships,DATING,4405248,500000+,Everyone 10+,5.429345629,4.58
504,NA,NA,4.43,Long,82,17,2.946792853,Negative,Negative,-0.147126641,0.550214063,Negative,Negative,-0.057612322,Candy Day,FAMILY,3681,1000000+,Mature,4.418840608,4.67
505,NA,NA,4.45,Long,168,19,3.576512848,Negative,Negative,0.263601825,0.694292472,Negative,Negative,0.201456675,Fresh EBT Food Stamp Balance,FINANCE,27373,1000000+,Mature,5.129898715,4.45
506,NA,NA,4.45,Short,73,10,3.246935599,Negative,Negative,-0.145544614,0.548785666,Negative,Negative,-0.233242342,Block Puzzle Classic Legend ,GAME,19021,5000000+,Mature,4.304065093,4.61
507,NA,NA,4.43,Short,46,7,3.620608976,Positive,Neutral,-0.572967534,0.649778612,Negative,Neutral,-0.088510742,Build a Bridge,FAMILY,85357,10000000+,Teen,3.850147602,4.52
