"age","checkingStatus","creditAmountDollar","creditHistory","duration","employment","existingCredits","foreignWorker","housing","installmentCommitment","job","lamount","lamountPred","numDependents","otherParties","otherPaymentPlans","ownTelephone","personalStatus","propertyMagnitude","purpose","residenceSince","riskStatus","savingsStatus"
24,"<0",218.35,"critical_other_existing_credit",3.29,"1<=X<4",2,"yes","rent",4,"skilled",5.38609927993157,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high","<100"
30,"<0",218.08,"critical_other_existing_credit",3.82,"1<=X<4",2,"yes","own",4,"skilled",5.38486196794822,6.98244898182939,1,"no","none","no","male_single","no_known_property","new_car",NA,"high","<100"
37,"0<=X<200",217.8,"existing_paid",NA,"1<=X<4",1,NA,"own",2,"unskilled_resident",5.38357721049886,6.81247488864862,2,"no","none","no","male_single","no_known_property",NA,NA,"high","<100"
29,"no_checking",477,"existing_paid",4.99,"4<=X<7",1,NA,"rent",2,"skilled",6.16751649088834,6.81247488864862,1,"no","none","no","male_mar_wid","no_known_property","tv",NA,"high","<100"
37,">=200",216.16,"existing_paid",5.53,"1<=X<4",1,NA,"own",4,"skilled",5.37601887421189,6.81247488864862,1,"co_applicant","stores","no","male_single","no_known_property","tv",2,"high","<100"
24,"no_checking",214.34,"critical_other_existing_credit",1.84,"1<=X<4",1,NA,"own",1,"skilled",5.36756353928485,6.81247488864862,1,"no","none","no","male_mar_wid","no_known_property","new_car",NA,"high","500<=X<1000"
28,"no_checking",213.7,"existing_paid",NA,"1<=X<4",1,NA,"own",4,"skilled",5.3645731623251,6.81605278364832,1,"co_applicant","none","no","female_div_dep_mar","no_known_property","tv",NA,"high","100<=X<500"
30,"0<=X<200",224.66,"existing_paid",6.15,"<1",1,"yes","rent",4,"high_qualif_self_emp_mgmt",5.41458814821342,6.96341650632676,1,"no","none","yes","male_mar_wid","no_known_property","tv",NA,"high","<100"
33,"no_checking",212.33,"critical_other_existing_credit",NA,"1<=X<4",2,NA,"own",4,"skilled",5.3581416681937,6.81247488864862,1,"no","none","yes","male_div_sep","no_known_property","repairs",NA,"high","<100"
20,"<0",210.6,"existing_paid",1.44,"1<=X<4",1,"yes","rent",1,"skilled",5.34996059969987,6.81247488864862,1,"no","bank","no","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high","<100"
22,"0<=X<200",223.27,"existing_paid",NA,"<1",1,NA,"own",1,"skilled",5.40838180141035,6.81247488864862,1,"no","none","yes","male_mar_wid","no_known_property","tv",NA,"high","<100"
60,"no_checking",684.08,"delayed_previously",9.74,">=7",2,NA,"subsidized",4,"skilled",6.5280748698477,6.81247488864862,1,"no","none","yes","male_single","no_known_property","new_car",NA,"high","<100"
30,"0<=X<200",209.59,"existing_paid",2.78,"1<=X<4",1,NA,"own",4,"skilled",5.34515324138507,6.81247488864862,1,"no","none","no","male_single","no_known_property","used_car",NA,"high","no_known_savings"
27,"0<=X<200",220.7,"critical_other_existing_credit",10.46,"<1",1,NA,"own",4,"skilled",5.39680431326269,6.81247488864862,1,"no","none","no","male_single","no_known_property","new_car",NA,"high","100<=X<500"
47,"no_checking",205.56,"existing_paid",NA,"1<=X<4",2,NA,"subsidized",4,"skilled",5.32573796212403,6.81247488864862,1,"no","bank","no","male_single","no_known_property","furniture_equipment",NA,"high","<100"
19,"no_checking",219.82,"existing_paid",NA,"<1",2,"yes","rent",2,"skilled",5.39280902964075,6.81247488864862,1,"co_applicant","none","no","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high","<100"
35,"no_checking",668.98,"existing_paid",NA,">=7",1,"yes","own",4,"skilled",6.50575416431514,6.81247488864862,1,"no","none","no","male_single","no_known_property","tv",NA,"high","no_known_savings"
31,"<0",451.6,"critical_other_existing_credit",1.21,"4<=X<7",1,NA,"own",1,"skilled",6.11279683227551,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","tv",NA,"high","<100"
NA,"0<=X<200",201.61,"existing_paid",NA,"1<=X<4",1,NA,"own",4,"unskilled_resident",5.30633513814162,6.81247488864862,1,"no","none","yes","male_single","no_known_property","business",NA,"high",">=1000"
60,"no_checking",657.83,"critical_other_existing_credit",7.66,">=7",1,NA,"own",4,"skilled",6.48894653928235,6.81247488864862,1,"no","none","yes","male_single","no_known_property","new_car",NA,"high",">=1000"
32,"<0",217.33,"existing_paid",NA,"<1",1,NA,"own",4,"skilled",5.38141693571761,6.81247488864862,1,"no","none","no","male_div_sep","no_known_property","tv",NA,"high","<100"
31,"0<=X<200",656.39,"critical_other_existing_credit",9.34,">=7",2,NA,"own",4,"skilled",6.48675512448685,6.81247488864862,1,"no","none","yes","male_div_sep","no_known_property","business",NA,"high","<100"
33,"no_checking",200.33,"critical_other_existing_credit",3.63,"1<=X<4",2,NA,"own",3,"skilled",5.29996600679356,6.81247488864862,1,"no","none","yes","female_div_dep_mar","no_known_property","education",NA,"high","no_known_savings"
66,">=200",648.65,"delayed_previously",2.38,">=7",1,NA,"own",4,"high_qualif_self_emp_mgmt",6.47489328001702,6.81247488864862,1,"no","none","yes","male_single","no_known_property","business",NA,"high","<100"
28,"0<=X<200",196.64,"critical_other_existing_credit",6.25,"1<=X<4",2,NA,"own",4,"skilled",5.28137464581772,6.81247488864862,1,"no","bank","no","male_mar_wid","no_known_property","business",NA,"high","no_known_savings"
28,"<0",208.8,"critical_other_existing_credit",NA,"<1",2,NA,"own",3,"unskilled_resident",5.34137685600848,6.81247488864862,1,"no","bank","no","male_single","no_known_property","business",1,"high","<100"
48,"0<=X<200",616.04,"critical_other_existing_credit",11.96,">=7",2,NA,"rent",3,"unskilled_resident",6.42331189649027,6.81247488864862,1,"guarantor","bank","yes","female_div_dep_mar","no_known_property","tv",NA,"high","<100"
26,"0<=X<200",207.62,"no_credits_all_paid",NA,"<1",2,NA,"rent",2,"unemp_unskilled_non_res",5.3357094857651,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","new_car",NA,"high","<100"
48,"0<=X<200",600.93,"critical_other_existing_credit",10.67,">=7",2,NA,"own",4,"unskilled_resident",6.398478455206,6.81247488864862,1,"no","none","no","male_single","no_known_property","tv",2,"high","<100"
36,"<0",204.07,"existing_paid",4.98,"<1",1,NA,"own",2,"skilled",5.31846307224099,6.81247488864862,1,"no","none","no","male_single","no_known_property","new_car",NA,"high","<100"
26,"0<=X<200",180.69,"existing_paid",1.7,"1<=X<4",1,NA,"own",4,"skilled",5.19678285572374,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","tv",NA,"high","no_known_savings"
63,"no_checking",575.2,"critical_other_existing_credit",6.99,">=7",2,NA,"own",2,"unskilled_resident",6.35471780640684,6.81247488864862,1,"no","none","yes","male_single","no_known_property","tv",NA,"high","<100"
30,"<0",171.8,"existing_paid",3.06,"1<=X<4",1,"yes","own",2,"skilled",5.14633100955016,6.81247488864862,1,"co_applicant","none","no","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high","<100"
55,"<0",559.9,"existing_paid",9.54,">=7",1,"yes","own",4,"skilled",6.32775819635485,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","tv",NA,"high","<100"
30,"<0",559.6,"critical_other_existing_credit",4.96,">=7",2,NA,"own",4,"skilled",6.32722224279133,6.81247488864862,1,"no","none","yes","male_mar_wid","no_known_property","new_car",NA,"high","<100"
40,"no_checking",169.64,"existing_paid",3.58,"1<=X<4",1,"no","rent",3,"unskilled_resident",5.13367854460639,6.81247488864862,2,"no","none","no","male_single","no_known_property","new_car",NA,"high","500<=X<1000"
51,"no_checking",388.46,"existing_paid",1.84,"4<=X<7",1,NA,"own",3,"skilled",5.96219020440399,6.81247488864862,2,"no","none","no","male_single","no_known_property","tv",NA,"high","<100"
35,"no_checking",387.92,"critical_other_existing_credit",5.31,"4<=X<7",1,NA,"own",3,"skilled",5.9607991327971,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high",">=1000"
40,"no_checking",386.66,"critical_other_existing_credit",5.22,"4<=X<7",2,"yes","own",4,"skilled",5.95754575390436,6.81247488864862,1,"no","none","no","male_single","no_known_property","furniture_equipment",NA,"high","<100"
46,"no_checking",553.69,"critical_other_existing_credit",NA,">=7",2,NA,"own",4,"skilled",6.31660496334436,NA,1,"no","none","no","male_single","no_known_property","tv",NA,"high",">=1000"
50,"no_checking",167.48,"existing_paid",NA,"1<=X<4",1,NA,"own",4,"skilled",5.12086394115094,6.81247488864862,1,"no","none","no","male_single","no_known_property","furniture_equipment",NA,"high","<100"
24,"no_checking",381.08,"critical_other_existing_credit",NA,"4<=X<7",2,NA,"rent",1,"skilled",5.94300932683858,6.81247488864862,1,"no","none","yes","female_div_dep_mar","no_known_property","tv",NA,"high","<100"
23,"0<=X<200",380.9,"delayed_previously",5.51,"4<=X<7",2,"yes","rent",3,"skilled",5.94253687348456,6.81247488864862,1,"no","none","yes","female_div_dep_mar","no_known_property","tv",NA,"high","100<=X<500"
24,"<0",379.63,"all_paid",4.61,"4<=X<7",1,NA,NA,4,"unskilled_resident",5.93919709417151,6.81247488864862,1,"guarantor","bank","no","male_single","no_known_property","tv",NA,"high","<100"
31,"no_checking",164.84,"existing_paid",2.18,"1<=X<4",1,NA,"own",3,"unskilled_resident",5.10497530647062,6.81247488864862,2,"no","none","no","male_single","no_known_property","new_car",NA,"high","<100"
33,"no_checking",164.56,"existing_paid",NA,"1<=X<4",1,"yes","own",4,"skilled",5.1032752453447,6.81247488864862,1,"no","none","no","male_div_sep","no_known_property","furniture_equipment",NA,"high",">=1000"
36,"no_checking",378.91,"existing_paid",1.23,"4<=X<7",1,NA,"own",2,"skilled",5.9372987098642,6.81247488864862,1,"no","none","yes","male_single","no_known_property","business",NA,"high","<100"
50,"0<=X<200",540.36,"critical_other_existing_credit",NA,">=7",2,NA,"own",4,"skilled",6.29223558410148,6.81247488864862,1,"guarantor","none","yes","male_single","no_known_property","tv",NA,"high","no_known_savings"
32,"no_checking",163.33,"critical_other_existing_credit",1.76,"1<=X<4",2,NA,"own",3,"skilled",5.09577269406505,6.81247488864862,1,"no","bank","no","male_single","no_known_property","new_car",NA,"high","<100"
61,"0<=X<200",161.63,"delayed_previously",3.41,"1<=X<4",2,NA,"own",3,"skilled",5.08530977242172,6.81247488864862,1,"no","stores","no","male_mar_wid","no_known_property","repairs",3,"high",">=1000"
32,"no_checking",160.96,"existing_paid",4.87,"1<=X<4",1,NA,"subsidized",4,"high_qualif_self_emp_mgmt",5.08115588691137,6.81247488864862,1,"no","none","yes","male_single","no_known_property","tv",NA,"high","<100"
43,"no_checking",156.6,"critical_other_existing_credit",3.44,"1<=X<4",1,"yes","own",4,"unskilled_resident",5.0536947835567,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","tv",NA,"high","<100"
27,"no_checking",361.95,"existing_paid",NA,"4<=X<7",2,"yes","own",3,"skilled",5.89150608073915,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","business",NA,"high","<100"
32,"<0",360.66,"all_paid",NA,"4<=X<7",2,NA,"subsidized",4,"unskilled_resident",5.88793568627913,6.81247488864862,2,"no","none","no","male_single","no_known_property","new_car",NA,"high","<100"
25,"<0",154.13,"critical_other_existing_credit",3.39,"1<=X<4",2,NA,"rent",4,"skilled",5.03779640215863,6.81247488864862,NA,"no","none","no","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high","<100"
33,"0<=X<200",152.32,"existing_paid",4.71,"1<=X<4",1,NA,"own",4,"skilled",5.02598357104305,6.81247488864862,1,"guarantor","none","no","male_single","no_known_property","tv",NA,"high","<100"
55,"no_checking",355.3,"existing_paid",5.23,"4<=X<7",1,NA,"own",3,"skilled",5.87296250302698,6.81247488864862,1,"no","none","no","male_single","no_known_property","used_car",NA,"high",">=1000"
29,"no_checking",152.13,"critical_other_existing_credit",1.69,"1<=X<4",2,NA,"own",4,"high_qualif_self_emp_mgmt",5.02473541847504,6.81247488864862,1,"guarantor","none","yes","female_div_dep_mar","no_known_property","business",NA,"high","<100"
35,"0<=X<200",502.39,"existing_paid",3.28,">=7",1,NA,"own",1,"skilled",6.21937671049729,6.81247488864862,1,"no","none","yes","male_mar_wid","no_known_property","business",2,"high","500<=X<1000"
35,"no_checking",182.41,"critical_other_existing_credit",5.48,"<1",2,NA,"own",4,"high_qualif_self_emp_mgmt",5.20625690069882,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","new_car",4,"high","<100"
36,"<0",148.5,"existing_paid",NA,"1<=X<4",1,NA,"own",1,"unskilled_resident",5.00058495824275,6.81247488864862,1,"no","bank","yes","male_single","no_known_property","furniture_equipment",NA,"high","<100"
31,"no_checking",147.16,"critical_other_existing_credit",NA,"1<=X<4",2,"yes","own",4,"skilled",4.99152043023657,6.81247488864862,1,"no","none","no","male_single","no_known_property","tv",NA,"high","<100"
43,"<0",145.63,"delayed_previously",7.84,"1<=X<4",2,NA,"own",4,"unskilled_resident",4.98106915849449,6.81247488864862,2,"no","none","no","male_single","no_known_property","new_car",NA,"high","<100"
43,"<0",67.98,"delayed_previously",8.47,"unemployed",2,NA,"subsidized",4,"skilled",4.21921354426797,6.81247488864862,2,"no","none","no","male_single","no_known_property","new_car",NA,"high","<100"
26,"no_checking",336.23,"existing_paid",NA,"4<=X<7",1,NA,"own",4,"skilled",5.81779544959317,6.81247488864862,1,"no","none","yes","male_mar_wid","no_known_property","tv",NA,"high","100<=X<500"
27,"no_checking",142.27,"existing_paid",NA,"1<=X<4",1,NA,"own",4,"unskilled_resident",4.95772666066308,6.81247488864862,1,"guarantor","none","no",NA,"no_known_property","new_car",NA,"high","no_known_savings"
38,"0<=X<200",471.51,"existing_paid",3.57,">=7",2,"yes","own",4,"unskilled_resident",6.15594031075635,6.81247488864862,1,"no","none","no","male_single","no_known_property","repairs",NA,"high","<100"
45,"no_checking",469.08,"existing_paid",NA,">=7",1,NA,"subsidized",4,"skilled",6.15077332959286,6.81247488864862,2,"no","bank","no","male_single","no_known_property","used_car",NA,"high","no_known_savings"
37,"no_checking",465.11,"critical_other_existing_credit",NA,">=7",2,NA,"own",4,"skilled",6.14227393675144,6.81247488864862,1,"no","none","yes","female_div_dep_mar","no_known_property","new_car",NA,"high",">=1000"
45,"no_checking",465.11,"existing_paid",NA,">=7",1,NA,"own",4,"unskilled_resident",6.14227393675144,6.81247488864862,1,"co_applicant","none","no","male_single","no_known_property",NA,2,"high","no_known_savings"
36,">=200",138.99,"critical_other_existing_credit",6.71,"1<=X<4",2,NA,"own",2,"skilled",4.93440198809667,6.81247488864862,1,"no","none","yes","male_div_sep","no_known_property","business",NA,"high",">=1000"
24,"<0",138.99,"existing_paid",4.69,"1<=X<4",1,NA,"rent",4,"skilled",4.93440198809667,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","domestic_appliance",NA,"high","no_known_savings"
39,">=200",138.6,"critical_other_existing_credit",NA,"1<=X<4",2,"yes","subsidized",3,"skilled",4.9315920867558,6.81247488864862,1,"no","none","yes","male_single","no_known_property","tv",NA,"high","no_known_savings"
57,"no_checking",458.08,"critical_other_existing_credit",NA,">=7",1,NA,"rent",4,"unskilled_resident",6.1270438413498,6.81247488864862,1,"no","none","no","male_single","no_known_property","business",NA,"high","no_known_savings"
49,"<0",457.47,"existing_paid",NA,">=7",1,NA,"own",2,"unskilled_resident",6.12571130879503,6.81247488864862,1,"no","none","yes","male_div_sep","no_known_property","furniture_equipment",NA,"high","no_known_savings"
25,"no_checking",326.17,"existing_paid",2.42,"4<=X<7",1,"yes","own",4,"skilled",5.78741871783987,6.81247488864862,1,"no","none","yes","male_single","no_known_property","business",NA,"high","<100"
22,"no_checking",172.81,"critical_other_existing_credit",4.39,"<1",2,NA,"rent",2,"unskilled_resident",5.1521927250659,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","furniture_equipment",NA,"high","<100"
41,"no_checking",451.95,"critical_other_existing_credit",5.93,">=7",2,"yes","rent",4,"unskilled_resident",6.11357155424442,6.81247488864862,1,"no","none","no","female_div_dep_mar","no_known_property","education",NA,"high","no_known_savings"
36,"no_checking",65.92,"existing_paid",2.25,"unemployed",1,NA,"own",4,"high_qualif_self_emp_mgmt",4.18844188560122,6.81247488864862,2,"no","none","yes","male_single","no_known_property","retraining",NA,"high","no_known_savings"
47,"no_checking",442.42,"existing_paid",NA,">=7",1,NA,"own",4,"skilled",6.09225965714288,6.81247488864862,1,"no","stores","yes","male_single","no_known_property","tv",NA,"high","500<=X<1000"
47,"0<=X<200",67.11,"delayed_previously",NA,"unemployed",1,"yes","own",4,"high_qualif_self_emp_mgmt",4.20633306417015,6.81247488864862,1,"no","none","yes","male_single","no_known_property","new_car",NA,"high","<100"
26,"0<=X<200",168.61,"existing_paid",1.07,"<1",1,NA,"own",4,"skilled",5.12758835578989,6.81247488864862,1,"no","none","no","male_single","no_known_property","new_car",NA,"high","<100"
23,"<0",131.73,"existing_paid",4.44,"1<=X<4",1,"yes","rent",4,"skilled",4.88075437324174,6.81247488864862,1,"no","bank","yes","female_div_dep_mar","no_known_property","education",NA,"high","no_known_savings"
60,"<0",438.1,"critical_other_existing_credit",NA,">=7",2,NA,"own",4,"unskilled_resident",6.08244719481985,6.81247488864862,1,"no","none","no","male_single","no_known_property","new_car",NA,"high","<100"
55,"<0",64.71,"critical_other_existing_credit",NA,"unemployed",3,"yes","subsidized",2,"unemp_unskilled_non_res",4.16991574906917,6.81247488864862,2,"no","none","no","female_div_dep_mar","no_known_property","repairs",NA,"high","<100"
